"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","Q1...18","Q2_Version","ac1","ac1_DO","ac2","Q56","gender","gender_4_TEXT","ideology","pid_1","pid_1_DO","pid_dem","pid_rep","pid_indep","educ","race","hispanic","birthyear","religion","religiosity","income","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_diet_15","homeowner","home_purchase","Q109","Q110_1","Q110_2","Q110_3","Q110_4","Q110_5","Q110_DO","Q111_First Click","Q111_Last Click","Q111_Page Submit","Q111_Click Count","Q69_First Click","Q69_Last Click","Q69_Page Submit","Q69_Click Count","Q72_First Click","Q72_Last Click","Q72_Page Submit","Q72_Click Count","Q73","Q74_1","Q74_2","Q74_3","Q74_4","Q74_5","Q74_DO","Q75_First Click","Q75_Last Click","Q75_Page Submit","Q75_Click Count","Q123_First Click","Q123_Last Click","Q123_Page Submit","Q123_Click Count","Q127","Q128_1","Q128_2","Q128_3","Q128_4","Q128_5","Q128_DO","Q129_First Click","Q129_Last Click","Q129_Page Submit","Q129_Click Count","Q91","Q92_1","Q92_2","Q92_3","Q92_4","Q92_5","Q92_DO","Q93_First Click","Q93_Last Click","Q93_Page Submit","Q93_Click Count","Q3_First Click","Q3_Last Click","Q3_Page Submit","Q3_Click Count","Q56_First Click","Q56_Last Click","Q56_Page Submit","Q56_Click Count","Q1_125","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_DO","Q57_First Click","Q57_Last Click","Q57_Page Submit","Q57_Click Count","Q132_First Click","Q132_Last Click","Q132_Page Submit","Q132_Click Count","Q136","Q137_1","Q137_2","Q137_3","Q137_4","Q137_5","Q137_DO","Q138_First Click","Q138_Last Click","Q138_Page Submit","Q138_Click Count","Q1...151","Q2_1","Q2_2","Q2_3","Q2_4","shapiro_fc","shapiro_c","shapiro_misinfo","gruber_fc","gruber_c","gruber_misinfo","FL_80_DO","abortion_attitudes_DO"
"2024-06-27 09:02:46","2024-06-27 09:05:59","100","193","True","2024-06-27 09:06:00","EN","Yes","127.1","Talked on the telephone","Talked on the telephone|Starred in a movie|Watched television|Went bungee-jumping|Climbed Mt. Everest|None of these","Extremely interested,Very interested","2011","Other:","Nonbinary","Moderate; middle of the road","Independent","Republican|Democrat|Independent|Other",NA,NA,"Neither","High school diploma or the equivalent (GED)","Black or African American","No","2005","Agnostic","Seldom","$40,000 to less than $50,000","Never","Never","Several times","Never","Never","Never","Every day","Once","Never","Never","Several times","Never","Never","Several times","Once","Occupied without payment of rent","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.951","2.459","26.604","2","Not very accurate","22","65","36","50","50","iPhone|PolitiFact|McDonald's|Ben Shapiro|Planned Parenthood","2.683","24.56","26.142","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q2|Q1"
"2024-06-27 09:00:04","2024-06-27 09:06:00","100","355","True","2024-06-27 09:06:00","EN","Yes","125.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|None of these|Starred in a movie|Climbed Mt. Everest|Watched television|Talked on the telephone","Extremely interested,Very interested","2022","Man",NA,"Very conservative","Republican","Democrat|Republican|Independent|Other",NA,"Strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1992","Protestant","Once a week","$50,000 to less than $60,000","Never","Never","Never","Several times","Never","Several times","Several times","Several times","Never","Never","Never","Never","Never","Once","Several times","Owned by you or someone in your household","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","40","10","50","0","Planned Parenthood|Seth Gruber|PolitiFact|McDonald's|iPhone","7.017","25.771","27.924","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, abortion should never be permitted.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q2|Q1"
"2024-06-27 09:00:07","2024-06-27 09:05:59","100","352","True","2024-06-27 09:06:01","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|None of these|Watched television|Went bungee-jumping|Talked on the telephone|Climbed Mt. Everest","Extremely interested,Very interested","2022","Woman",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1986","Protestant","A few times a year","$70,000 to less than $80,000","Never","Several times","Several times","Every day","Never","Once","Never","Several times","Never","Never","Never","Never","Never","Several times","Never","Rented","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","63","50","75","100","PolitiFact|Planned Parenthood|McDonald's|Seth Gruber|iPhone","0.579","17.389","18.144","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q2|Q1"
"2024-06-27 08:59:13","2024-06-27 09:06:01","100","408","True","2024-06-27 09:06:02","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Starred in a movie|None of these|Talked on the telephone|Watched television|Climbed Mt. Everest","Extremely interested,Very interested","2021","Man",NA,"Slightly conservative","Republican","Republican|Democrat|Independent|Other",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1974","Roman Catholic","Seldom","$80,000 to less than $90,000","Once","Never","Several times","Once","Several times","Once","Several times","Once","Several times","Never","Never","Once","Once","Several times","Several times","Owned by you or someone in your household","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","66.44","0","0","0","21.127","0","Not at all accurate","23","80","75","85","60","Planned Parenthood|McDonald's|Seth Gruber|iPhone|PolitiFact","9.596","26.531","27.736","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 09:01:21","2024-06-27 09:06:02","100","281","True","2024-06-27 09:06:03","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","None of these|Watched television|Climbed Mt. Everest|Went bungee-jumping|Talked on the telephone|Starred in a movie","Extremely interested,Very interested","2024","Woman",NA,"Somewhat liberal","Democrat","Republican|Democrat|Independent|Other","Not very strong Democrat",NA,NA,"Some college","Asian/Pacific Islander,Multi-racial","Yes","1995","Nothing in particular","Seldom","$50,000 to less than $60,000","Once","Never","Never","Never","Once","Once","Several times","Never","Never","Never","Never","Never","Never","Several times","Never","Rented","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","100","100","50","100","Seth Gruber|Planned Parenthood|iPhone|PolitiFact|McDonald's","14.478","21.379","22.421","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 09:00:17","2024-06-27 09:06:04","100","347","True","2024-06-27 09:06:04","EN","Yes","16.5","Watched television,Talked on the telephone","Starred in a movie|Watched television|Went bungee-jumping|Talked on the telephone|None of these|Climbed Mt. Everest","Extremely interested,Very interested","2023","Man",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1991","Agnostic","Seldom","$60,000 to less than $70,000","Never","Once","Several times","Never","Never","Several times","Several times","Never","Never","Never","Several times","Never","Never","Never","Several times","Rented","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.157","71.24","72.29","18","1.213","55.353","56.79","24","Not at all accurate","0","100","50","95","85","Ben Shapiro|McDonald's|iPhone|PolitiFact|Planned Parenthood","2.197","18.839","19.988","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","1",NA,NA,NA,NA,NA,"FL_83","Q2|Q1"
"2024-06-27 09:01:18","2024-06-27 09:06:05","100","287","True","2024-06-27 09:06:05","EN","Yes","119.0.0.0","Watched television,Talked on the telephone","Talked on the telephone|Climbed Mt. Everest|None of these|Watched television|Went bungee-jumping|Starred in a movie","Extremely interested,Very interested","2004","Man",NA,"Moderate; middle of the road","Independent","Republican|Democrat|Independent|Other",NA,NA,"Neither","Master's degree","White","No","1964","Agnostic","Never","$60,000 to less than $70,000","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Owned by you or someone in your household","2004","Not at all accurate","50","50","10","50","75","McDonald's|iPhone|Planned Parenthood|PolitiFact|Ben Shapiro","7.083","28.401","30.6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q2|Q1"
"2024-06-27 08:59:45","2024-06-27 09:06:06","100","381","True","2024-06-27 09:06:07","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","None of these|Climbed Mt. Everest|Watched television|Went bungee-jumping|Starred in a movie|Talked on the telephone","Extremely interested,Very interested","1986","Man",NA,"Very conservative","Republican","Republican|Democrat|Independent|Other",NA,"Strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1986","Roman Catholic","Once a week","$70,000 to less than $80,000","Several times","Once","Several times","Several times","Once","Several times","Once","Several times","Every day","Once","Never","Never","Several times","Several times","Every day","Owned by you or someone in your household","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.679","29.932","43.49","3","5.402","32.073","40.486","5","Somewhat accurate","30","65","60","50","80","McDonald's|Planned Parenthood|PolitiFact|iPhone|Seth Gruber","3.85","22.321","27.888","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 09:04:50","2024-06-27 09:06:11","100","80","True","2024-06-27 09:06:11","EN","Yes","115.0","None of these","Talked on the telephone|Watched television|Went bungee-jumping|None of these|Starred in a movie|Climbed Mt. Everest","Moderately interested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"FL_85",NA
"2024-06-27 09:01:44","2024-06-27 09:06:14","100","270","True","2024-06-27 09:06:15","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Watched television|Climbed Mt. Everest|Starred in a movie|Went bungee-jumping|None of these|Talked on the telephone","Extremely interested,Very interested","2023","Man",NA,"Somewhat liberal","Independent","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Democratic Party","Bachelor's degree","White","Yes","1999","Nothing in particular","Never","$60,000 to less than $70,000","Never","Never","Once","Never","Never","Several times","Once","Never","Never","Never","Never","Never","Never","Once","Once","Rented","2023","Not very accurate","0","36","57","50","49","McDonald's|Planned Parenthood|Ben Shapiro|PolitiFact|iPhone","82.955","92.206","93.388","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"1",NA,NA,NA,NA,"FL_85","Q2|Q1"
"2024-06-27 09:00:55","2024-06-27 09:06:16","100","320","True","2024-06-27 09:06:16","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Climbed Mt. Everest|Starred in a movie|Talked on the telephone|None of these|Watched television|Went bungee-jumping","Extremely interested,Very interested","2015","Woman",NA,"Somewhat conservative","Republican","Republican|Democrat|Independent|Other",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1997","Protestant","Once a week","$100,000 to less than $200,000","Once","Several times","Several times","Once","Every day","Every day","Every day","Several times","Several times","Several times","Once","Several times","Several times","Several times","Several times","Owned by you or someone in your household","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","57","78","86","60","59","Planned Parenthood|PolitiFact|iPhone|Seth Gruber|McDonald's","1.136","18.443","19.514","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 09:02:37","2024-06-27 09:06:19","100","222","True","2024-06-27 09:06:20","EN","Yes","126.0.0.0","None of these","Starred in a movie|Watched television|Talked on the telephone|Went bungee-jumping|Climbed Mt. Everest|None of these","Extremely interested,Very interested","2009","Woman",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"Associate's degree","White,Asian/Pacific Islander","No","1990","Atheist","Never","$50,000 to less than $60,000","Several times","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Every day","Owned by you or someone in your household","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","5","37","50","100","iPhone|McDonald's|Planned Parenthood|Seth Gruber|PolitiFact","5.79","24.915","25.932","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q2|Q1"
"2024-06-27 08:59:13","2024-06-27 09:06:21","100","427","True","2024-06-27 09:06:21","EN","Yes","110.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Watched television|Starred in a movie|Talked on the telephone|Climbed Mt. Everest|None of these","Extremely interested,Very interested","2020","Man",NA,"Somewhat liberal","Democrat","Democrat|Republican|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","Black or African American","No","25","Muslim","More than once a week","$80,000 to less than $90,000","Several times","Several times","Several times","Several times","Once","Never","Several times","Never","Never","Once","Several times","Once","Once","Every day","Once","Owned by you or someone in your household","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.509","103.768","104.936","11","Somewhat accurate",NA,"74","76",NA,"76","Planned Parenthood|PolitiFact|Seth Gruber|McDonald's|iPhone","13.202","39.943","39.955","9","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q2|Q1"
"2024-06-27 09:00:41","2024-06-27 09:06:21","100","340","True","2024-06-27 09:06:21","EN","Yes","110.0.0.0","Watched television","Starred in a movie|None of these|Watched television|Went bungee-jumping|Talked on the telephone|Climbed Mt. Everest","Extremely interested,Very interested","1997","Woman",NA,"Somewhat liberal","Independent","Democrat|Republican|Independent|Other",NA,NA,"Closer to the Democratic Party","Some college","White","No","1997","Nothing in particular","Never","Less than $30,000","Once","Never","Several times","Never","Never","Never","Never","Never","Never","Several times","Never","Never","Several times","Several times","Several times","Owned by you or someone in your household","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","81.295","0","Not very accurate","50","50","50","30","55","McDonald's|Seth Gruber|PolitiFact|iPhone|Planned Parenthood","10.004","22.523","23.716","5","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q2|Q1"
"2024-06-27 09:00:49","2024-06-27 09:06:21","100","331","True","2024-06-27 09:06:22","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Starred in a movie|None of these|Talked on the telephone|Went bungee-jumping|Watched television|Climbed Mt. Everest","Extremely interested,Very interested","2019","Man",NA,"Moderate; middle of the road","Independent","Democrat|Republican|Independent|Other",NA,NA,"Neither","Professional or doctorate degree","White","No","1952","Roman Catholic","Once or twice a month","$100,000 to less than $200,000","Every day","Every day","Several times","Every day","Several times","Once","Once","Never","Once","Once","Several times","Never","Never","Never","Never","Owned by you or someone in your household","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","100","100","50","100","PolitiFact|Planned Parenthood|McDonald's|iPhone|Seth Gruber","14.778","22.992","25.161","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"1",NA,"FL_89","Q1|Q2"
"2024-06-27 09:03:24","2024-06-27 09:06:21","100","177","True","2024-06-27 09:06:22","EN","Yes","17.5","Watched television,Talked on the telephone","Watched television|Starred in a movie|Talked on the telephone|None of these|Went bungee-jumping|Climbed Mt. Everest","Extremely interested,Very interested","1998","Man",NA,"Somewhat conservative","Republican","Republican|Democrat|Independent|Other",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1961","Roman Catholic","Once a week","$200,000 to less than $250,000","Every day","Never","Never","Never","Never","Never","Every day","Never","Every day","Never","Never","Never","Never","Never","Never","Owned by you or someone in your household","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.217","11.122","12.087","21","1.705","2.556","8.759","3","Very accurate","0","94","77","1","1","PolitiFact|Seth Gruber|iPhone|Planned Parenthood|McDonald's","2.924","15.701","16.491","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"1",NA,NA,"FL_88","Q1|Q2"
"2024-06-27 09:01:14","2024-06-27 09:06:22","100","307","True","2024-06-27 09:06:23","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|None of these|Watched television|Talked on the telephone|Climbed Mt. Everest|Starred in a movie","Extremely interested,Very interested","1971","Woman",NA,"Very liberal","Democrat","Democrat|Republican|Independent|Other","Strong Democrat",NA,NA,"High school diploma or the equivalent (GED)","White","No","1971","Protestant","Never","$50,000 to less than $60,000","Several times","Never","Every day","Once","Every day","Every day","Never","Never","Never","Never","Never","Never","Never","Several times","Several times","Owned by you or someone in your household","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.567","58.567","60.238","1","Not at all accurate","0","100","53","50","100","PolitiFact|iPhone|Ben Shapiro|Planned Parenthood|McDonald's","7.437","58.006","59.626","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"1",NA,NA,NA,"FL_111","Q2|Q1"
"2024-06-27 09:00:00","2024-06-27 09:06:23","100","382","True","2024-06-27 09:06:24","EN","Yes","126.0.0.0","Watched television,Talked on the telephone","Went bungee-jumping|Starred in a movie|Watched television|None of these|Talked on the telephone|Climbed Mt. Everest","Extremely interested,Very interested","2000","Woman",NA,"Very liberal","Democrat","Republican|Democrat|Independent|Other","Not very strong Democrat",NA,NA,"Bachelor's degree","Multi-racial","Yes","1981","Roman Catholic","A few times a year","Less than $30,000","Never","Never","Several times","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Never","Several times","Several times","Rented","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","103.469","0","Not at all accurate","50","41","25","82","100","Seth Gruber|McDonald's|Planned Parenthood|PolitiFact|iPhone","5.526","18.828","21.245","6","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"1","FL_112","Q1|Q2"
