"StartDate_w1","EndDate_w1","Progress_w1","Duration (in seconds)_w1","Finished_w1","RecordedDate_w1","UserLanguage_w1","gender_w1","gender_4_TEXT_w1","ideology_w1","pid_1_w1","pid_dem_w1","pid_rep_w1","pid_indep_w1","educ_w1","race_w1","hispanic_w1","birthyear_w1","Q27_w1","religion_w1","religiosity_w1","Q43_w1","income_w1","media_diet_1_w1","media_diet_2_w1","media_diet_3_w1","media_diet_4_w1","media_diet_5_w1","media_diet_6_w1","media_diet_7_w1","media_diet_8_w1","media_diet_9_w1","media_diet_10_w1","media_diet_11_w1","media_diet_12_w1","media_diet_13_w1","media_diet_14_w1","media_diet_15_w1","fc_1_belief_w1","Q43_1_w1","fc_2_belief_w1","fc_2_certainty_1_w1","fc_3_belief_w1","fc_3_certainty_1_w1","abortion_laws_w1","abortion_penalties_1_w1","abortion_penalties_2_w1","abortion_penalties_3_w1","abortion_penalties_4_w1","thermometer_1_w1","thermometer_2_w1","thermometer_3_w1","thermometer_5_w1","thermometer_6_w1","thermometer_7_w1","voting_w1","Q35_w1","Q46_w1","Q28_w1","Q29_w1","Q30_w1","Q31_w1","StartDate_w2","EndDate_w2","Progress_w2","Duration (in seconds)_w2","Finished_w2","RecordedDate_w2","UserLanguage_w2","Q3_First Click...23_w2","Q3_Last Click...24_w2","Q3_Page Submit...25_w2","Q3_Click Count...26_w2","Q6_First Click...27_w2","Q6_Last Click...28_w2","Q6_Page Submit...29_w2","Q6_Click Count...30_w2","Q1...31_w2","Q1_1...32_w2","Q1_2...33_w2","Q1_3...34_w2","Q1_4...35_w2","Q1_5...36_w2","Q2_First Click...37_w2","Q2_Last Click...38_w2","Q2_Page Submit...39_w2","Q2_Click Count...40_w2","Q3_First Click...41_w2","Q3_Last Click...42_w2","Q3_Page Submit...43_w2","Q3_Click Count...44_w2","Q3_First Click...45_w2","Q3_Last Click...46_w2","Q3_Page Submit...47_w2","Q3_Click Count...48_w2","Q6_First Click...49_w2","Q6_Last Click...50_w2","Q6_Page Submit...51_w2","Q6_Click Count...52_w2","Q1...53_w2","Q1_1...54_w2","Q1_2...55_w2","Q1_3...56_w2","Q1_4...57_w2","Q1_5...58_w2","Q2_First Click...59_w2","Q2_Last Click...60_w2","Q2_Page Submit...61_w2","Q2_Click Count...62_w2","Q3_First Click...63_w2","Q3_Last Click...64_w2","Q3_Page Submit...65_w2","Q3_Click Count...66_w2","Q3_First Click...67_w2","Q3_Last Click...68_w2","Q3_Page Submit...69_w2","Q3_Click Count...70_w2","Q6_First Click...71_w2","Q6_Last Click...72_w2","Q6_Page Submit...73_w2","Q6_Click Count...74_w2","Q1...75_w2","Q1_1...76_w2","Q1_2...77_w2","Q1_3...78_w2","Q1_4...79_w2","Q1_5...80_w2","Q1_6_w2","Q2_First Click...82_w2","Q2_Last Click...83_w2","Q2_Page Submit...84_w2","Q2_Click Count...85_w2","Q3_First Click...86_w2","Q3_Last Click...87_w2","Q3_Page Submit...88_w2","Q3_Click Count...89_w2","Q1...90_w2","Q2_1_w2","Q2_2_w2","Q2_3_w2","Q2_4_w2","fc1_w2","fc2_w2","fc3_w2"
"2024-01-31 14:00:38","2024-01-31 14:03:56","100","197","True","2024-01-31 14:03:56","EN","Woman",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Republican Party","Associate's degree","White","Yes","1991","A moderate amount","Protestant","Never","No","$80,000 to less than $90,000","Never","Never","Several times","Never","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Every day","Not very accurate","50","Somewhat accurate","50","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties","50",NA,NA,"0","0","0","I would be willing to wait in line for 1-3 hours to vote","Not at all important","32","It is a fact that millions of Jewish civilians were killed in World War II","A little",NA,NA,"2024-02-22 08:07:27","2024-02-22 08:11:03","100","215","True","2024-02-22 08:11:03","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.913","122.193","123.297","2","0","0","27.759","0","Not at all accurate","50","9","10","0","0","2.649","11.327","12.05","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:43:20","2024-01-31 13:50:09","100","408","True","2024-01-31 13:50:10","EN","Woman",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1964","A little","Nothing in particular","Seldom","No","Less than $30,000","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Not very accurate","92","Not very accurate","50","Not very accurate","81","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties","90","50","90","12","50","8","I would be willing to wait in line up to 15 minutes to vote","Moderately important","59",NA,NA,"It is a fact that the Holocaust happened","Very","2024-02-22 08:14:21","2024-02-22 08:16:37","100","135","True","2024-02-22 08:16:38","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","71","60","56","4","6.395","16.652","17.63","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 13:58:16","2024-01-31 14:15:14","100","1018","True","2024-01-31 14:15:15","EN","Man",NA,"Somewhat liberal","Republican",NA,"Strong Republican",NA,"Bachelor's degree","Black or African American","No","1998","A little","Protestant","Once a week","No","$70,000 to less than $80,000","Several times","Never","Every day","Several times","Every day","Several times","Every day","Never","Several times","Once","Once","Never","Several times","Once","Never","Somewhat accurate","87","Not very accurate","85","Somewhat accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should face penalties","Should face penalties","82","65","83","50","55","89","I  would be willing to wait in line for as long as it takes to vote","Extremely important","26","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:52:22","2024-02-22 09:09:08","100","1005","True","2024-02-22 09:09:09","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","71","59","76","96","60","87","60.129","366.463","369.8","9",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"c"
"2024-01-31 13:34:30","2024-01-31 13:37:15","100","164","True","2024-01-31 13:37:15","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Republican Party","Bachelor's degree","White","No","1983","A moderate amount","Atheist","Never","No","$200,000 to less than $250,000","Once","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","38","50","50","90","I would be willing to wait in line up to 15 minutes to vote","Very important","41","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-26 07:19:10","2024-02-26 07:20:13","100","62","True","2024-02-26 07:20:14","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","0","0","0","9","88","96","4.825","13.976","14.637","6",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 13:34:43","2024-01-31 13:38:05","100","202","True","2024-01-31 13:38:06","EN","Woman",NA,"Somewhat liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1986","A moderate amount","Protestant","A few times a year","No","$60,000 to less than $70,000","Never","Several times","Never","Several times","Never","Once","Once","Never","Never","Never","Never","Never","Never","Several times","Never","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","10","50","60","90","I would be willing to wait in line for 1-3 hours to vote","Very important","37","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:09:09","2024-02-22 08:11:16","100","126","True","2024-02-22 08:11:16","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","15","50","50","50","90","5.754","16.2","17.338","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 13:42:04","2024-01-31 13:50:08","100","483","True","2024-01-31 13:50:08","EN","Man",NA,"Slightly liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","Black or African American","No","1970","A little","Protestant","A few times a year","No","$100,000 to less than $200,000","Never","Never","Several times","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Several times","Not very accurate","60","Not at all accurate","100","Not at all accurate","100","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"29",NA,"50","85","I would be willing to wait in line up to an hour to vote","Very important","53",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 10:21:28","2024-02-22 10:26:14","100","286","True","2024-02-22 10:26:15","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","20",NA,"90","65","82","83","66.219","86.69","86.692","6",NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 14:24:57","2024-01-31 14:29:35","100","278","True","2024-01-31 14:29:35","EN","Woman",NA,"Somewhat conservative","Republican",NA,"Strong Republican",NA,"Bachelor's degree","White","No","1970","A moderate amount","Atheist","Never","No","$50,000 to less than $60,000","Once","Never","Once","Never","Never","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Once","Not very accurate","78","Not at all accurate","92","Not at all accurate","86","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","91","43","29","58","57","84","I would be willing to wait in line up to an hour to vote","Very important","53",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:13:43","2024-02-22 08:18:39","100","296","True","2024-02-22 08:18:40","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","3","50","27","84","92","6.241","57.47","59.165","7","3.056","29.498","84.641","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"mis",NA
"2024-01-31 13:37:27","2024-01-31 13:42:20","100","292","True","2024-01-31 13:42:20","EN","Woman",NA,"Slightly liberal","Democrat","Not very strong Democrat",NA,NA,"Master's degree","White","No","1997","A moderate amount","Protestant","Seldom","No","$90,000 to less than $100,000","Several times","Never","Several times","Several times","Never","Never","Every day","Every day","Never","Never","Never","Never","Never","Several times","Several times","Somewhat accurate","66","Not at all accurate","91","Not very accurate","60","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"76","I  would be willing to wait in line for as long as it takes to vote","Extremely important","26","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:04:27","2024-02-22 08:11:41","100","434","True","2024-02-22 08:11:42","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","1","80","71","7","61","90","28.769","83.353","87.303","7",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 14:29:36","2024-01-31 14:34:31","100","294","True","2024-01-31 14:34:31","EN","Man",NA,"Somewhat conservative","Republican",NA,"Strong Republican",NA,"Master's degree","White","No","1962","A lot","Roman Catholic","A few times a year","No","$100,000 to less than $200,000","Several times","Once","Every day","Never","Never","Never","Never","Never","Several times","Several times","Several times","Every day","Never","Several times","Never","Not very accurate","82","Not very accurate","66","Not at all accurate","94","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,NA,NA,"12","50","38","I would be willing to wait in line up to an hour to vote","Extremely important","61",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:24:20","2024-02-22 08:29:49","100","328","True","2024-02-22 08:29:49","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","61","1","38","69","64","31","61.294","76.029","77.7","11",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should face penalties",NA,NA,"c"
"2024-01-31 13:59:56","2024-01-31 14:05:31","100","335","True","2024-01-31 14:05:31","EN","Woman",NA,"Somewhat conservative","Republican",NA,"Strong Republican",NA,"Master's degree","White","No","1952","A moderate amount","Roman Catholic","Seldom","No","Greater than $250,000","Once","Every day","Every day","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very accurate","84","Not very accurate","82","Very accurate","85","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","79","17","17","24","20","93","I would be willing to wait in line for 1-3 hours to vote","Very important","71","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:59:27","2024-02-22 09:01:49","100","142","True","2024-02-22 09:01:50","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","50","69","32","50","76","4.339","18.837","19.644","9",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 13:45:33","2024-01-31 13:54:03","100","509","True","2024-01-31 13:54:03","EN","Man",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1994","A little","Agnostic","Never","No","$100,000 to less than $200,000","Never","Never","Several times","Never","Several times","Several times","Several times","Several times","Never","Never","Never","Never","Never","Several times","Never","Somewhat accurate","50","Somewhat accurate","50","Not very accurate","69","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","15","50","50","89","I  would be willing to wait in line for as long as it takes to vote","Very important","29","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:39:45","2024-02-22 08:47:14","100","449","True","2024-02-22 08:47:15","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","64","22","60","98","4.341","11.727","13.791","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 13:34:27","2024-01-31 13:39:14","100","286","True","2024-01-31 13:39:14","EN","Man",NA,"Moderate; middle of the road","Other",NA,NA,"Neither","Some college","White","No","1983","A little","Protestant","Never","No","Less than $30,000","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Somewhat accurate","50","Not at all accurate","90","Somewhat accurate","95","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,NA,"0","0","Not applicable: I would not vote, no matter how long or short the line was","Not at all important","40",NA,NA,"It is a fact that the Holocaust happened","Moderately","2024-02-23 07:04:49","2024-02-23 07:10:12","100","323","True","2024-02-23 07:10:13","EN","0","0","76.438","0","145.107","146.108","149.465","2","Very accurate","50","50","0","0","0","11.179","20.002","21.275","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","fc",NA,NA
"2024-01-31 13:49:02","2024-01-31 14:04:57","100","955","True","2024-01-31 14:04:57","EN","Woman",NA,"Slightly conservative","Republican",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1966","A moderate amount","Jewish","Never","No","Less than $30,000","Never","Never","Every day","Once","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Several times","Several times","Not very accurate","10","Not very accurate","20","Not very accurate","50","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","80","74","80","84","87","25","I would be willing to wait in line up to 15 minutes to vote","Extremely important","57","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:58:13","2024-02-22 09:12:19","100","845","True","2024-02-22 09:12:20","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","85","89","100","86","65","85","226.701","305.413","306.869","8",NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"c"
"2024-01-31 14:25:38","2024-01-31 14:32:56","100","437","True","2024-01-31 14:32:56","EN","Man",NA,"Moderate; middle of the road","Independent",NA,NA,"Closer to the Democratic Party","High school diploma or the equivalent (GED)","White","No","1989","A moderate amount","Roman Catholic","Seldom","No","$90,000 to less than $100,000","Several times","Never","Every day","Once","Once","Once","Several times","Once","Once","Never","Once","Never","Never","Several times","Once","Not very accurate","5","Somewhat accurate","17","Somewhat accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","70",NA,"70",NA,"35","80","I would be willing to wait in line up to 15 minutes to vote","Slightly important","34",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:37:12","2024-02-22 08:46:01","100","528","True","2024-02-22 08:46:01","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","55","75","90","60","40","85","18.565","93.711","94.74","8",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"c"
"2024-01-31 13:43:31","2024-01-31 13:48:07","100","276","True","2024-01-31 13:48:08","EN","Man",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1996","A moderate amount","Atheist","Seldom","No","$40,000 to less than $50,000","Several times","Never","Several times","Once","Never","Never","Once","Never","Never","Never","Once","Never","Once","Several times","Once","Not very accurate","75","Somewhat accurate","86","Not at all accurate","94","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"80","90","95","I  would be willing to wait in line for as long as it takes to vote","Very important","27","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:14:51","2024-02-22 08:19:15","100","264","True","2024-02-22 08:19:15","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","75","42","77","89","3.286","8.863","9.67","6","0","0","23.589","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"mis",NA
"2024-01-31 13:40:41","2024-01-31 13:50:37","100","595","True","2024-01-31 13:50:37","EN","Man",NA,"Slightly conservative","Republican",NA,"Not very strong Republican",NA,"Professional or doctorate degree","Black or African American","No","1990","A moderate amount","Protestant","Once a week","No","$100,000 to less than $200,000","Several times","Once","Once","Several times","Several times","Several times","Several times","Once","Several times","Several times","Several times","Several times","Once","Several times","Several times","Somewhat accurate","60","Somewhat accurate","60","Very accurate","73","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","62","66","58","71","61","73","I  would be willing to wait in line for as long as it takes to vote","Very important","33","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:07:29","2024-02-22 08:15:40","100","490","True","2024-02-22 08:15:40","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","82","78","52","58","16.384","37.326","40.037","9","0","0","213.601","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,"mis",NA
"2024-01-31 13:54:27","2024-01-31 13:59:33","100","305","True","2024-01-31 13:59:33","EN","Man",NA,"Moderate; middle of the road","Republican",NA,"Not very strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1971","A moderate amount","Nothing in particular","Never","No","$80,000 to less than $90,000","Every day","Never","Several times","Never","Every day","Never","Never","Never","Never","Never","Every day","Never","Never","Never","Never","Very accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","100","50","36","50","100","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","52","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:08:02","2024-02-22 08:13:53","100","351","True","2024-02-22 08:13:54","EN","12.569","12.569","73.651","1","1.941","163.189","171.342","31","Not at all accurate","0","100","75","100","100","14.285","31.104","32.014","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","fc",NA,NA
"2024-01-31 13:44:54","2024-01-31 13:49:43","100","289","True","2024-01-31 13:49:44","EN","Woman",NA,"Very liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1987","A little","Nothing in particular","Never","No","$60,000 to less than $70,000","Never","Never","Never","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","Not very accurate","58","Not at all accurate","91","Not very accurate","89","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"92","I  would be willing to wait in line for as long as it takes to vote","Moderately important","36","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 08:58:43","2024-02-22 09:35:32","100","2208","True","2024-02-22 09:35:32","EN","0","0","70.105","0","0","0","1907.841","0","Somewhat accurate","49","49","21","48","100","5.502","23.06","23.663","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","fc",NA,NA
